dt,currency,rate_to_rub,nominal
2023-05-06,GBP,96.579,1
2023-05-06,RUB,1,1
2023-05-06,USD,76.8207,1
2023-05-07,EUR,84.9073,1
2023-05-07,GBP,96.579,1
2023-05-07,RUB,1,1
2023-05-07,USD,76.8207,1
2023-05-08,EUR,84.9073,1
2023-05-08,GBP,96.579,1
2023-05-08,RUB,1,1
2023-05-08,USD,76.8207,1
2023-05-09,EUR,84.9073,1
2023-05-09,GBP,96.579,1
2023-05-09,RUB,1,1
2023-05-09,USD,76.8207,1
2023-05-10,EUR,84.9073,1
2023-05-10,GBP,96.579,1
2023-05-10,RUB,1,1
2023-05-10,USD,76.8207,1
2023-05-11,EUR,84.1498,1
2023-05-11,GBP,96.7251,1
2023-05-11,RUB,1,1
2023-05-11,USD,76.6929,1
2023-05-12,EUR,82.8877,1
2023-05-12,GBP,95.7512,1
2023-05-12,RUB,1,1
2023-05-12,USD,75.8846,1
2023-05-13,EUR,84.25,1
2023-05-13,GBP,96.6827,1
2023-05-13,RUB,1,1
2023-05-13,USD,77.2041,1
2023-05-14,EUR,84.25,1
2023-05-14,GBP,96.6827,1
2023-05-14,RUB,1,1
2023-05-14,USD,77.2041,1
2023-05-15,EUR,84.25,1
2023-05-15,GBP,96.6827,1
2023-05-15,RUB,1,1
2023-05-15,USD,77.2041,1
2023-05-16,EUR,86.0862,1
2023-05-16,GBP,98.6936,1
2023-05-16,RUB,1,1
2023-05-16,USD,79.1004,1
2023-05-17,EUR,87.1619,1
2023-05-17,GBP,100.0547,1
2023-05-17,RUB,1,1
2023-05-17,USD,79.9798,1
2023-05-18,EUR,87.5749,1
2023-05-18,GBP,100.9068,1
2023-05-18,RUB,1,1
2023-05-18,USD,80.7642,1
2023-05-19,EUR,86.4964,1
2023-05-19,GBP,99.7736,1
2023-05-19,RUB,1,1
2023-05-19,USD,80.0366,1
2023-05-20,EUR,86.277,1
2023-05-20,GBP,99.1595,1
2023-05-20,RUB,1,1
2023-05-20,USD,79.9093,1
2023-05-21,EUR,86.277,1
2023-05-21,GBP,99.1595,1
2023-05-21,RUB,1,1
2023-05-21,USD,79.9093,1
2023-05-22,EUR,86.277,1
2023-05-22,GBP,99.1595,1
2023-05-22,RUB,1,1
2023-05-22,USD,79.9093,1
2023-05-23,EUR,86.4963,1
2023-05-23,GBP,99.4108,1
2023-05-23,RUB,1,1
2023-05-23,USD,79.9379,1
2023-05-24,EUR,86.5502,1
2023-05-24,GBP,99.5908,1
2023-05-24,RUB,1,1
2023-05-24,USD,80.1665,1
2023-05-25,EUR,86.1995,1
2023-05-25,GBP,99.3189,1
2023-05-25,RUB,1,1
2023-05-25,USD,79.9669,1
2023-05-26,EUR,85.8767,1
2023-05-26,GBP,98.9163,1
2023-05-26,RUB,1,1
2023-05-26,USD,79.9841,1
2023-05-27,EUR,85.919,1
2023-05-27,GBP,98.8149,1
2023-05-27,RUB,1,1
2023-05-27,USD,79.9667,1
2023-05-28,EUR,85.919,1
2023-05-28,GBP,98.8149,1
2023-05-28,RUB,1,1
2023-05-28,USD,79.9667,1
2023-05-29,EUR,85.919,1
2023-05-29,GBP,98.8149,1
2023-05-29,RUB,1,1
2023-05-29,USD,79.9667,1
2023-05-30,EUR,85.9013,1
2023-05-30,GBP,98.9246,1
2023-05-30,RUB,1,1
2023-05-30,USD,80.0555,1
2023-05-31,EUR,86.5119,1
2023-05-31,GBP,99.5035,1
2023-05-31,RUB,1,1
2023-05-31,USD,80.6872,1
2023-06-01,EUR,86.5009,1
2023-06-01,GBP,100.5219,1
2023-06-01,RUB,1,1
2023-06-01,USD,80.9942,1
2023-06-02,EUR,86.5764,1
2023-06-02,GBP,100.3489,1
2023-06-02,RUB,1,1
2023-06-02,USD,80.9657,1
2023-06-03,EUR,87.101,1
2023-06-03,GBP,101.2886,1
2023-06-03,RUB,1,1
2023-06-03,USD,80.8756,1
2023-06-04,EUR,87.101,1
2023-06-04,GBP,101.2886,1
2023-06-04,RUB,1,1
2023-06-04,USD,80.8756,1
2023-06-05,EUR,87.101,1
2023-06-05,GBP,101.2886,1
2023-06-05,RUB,1,1
2023-06-05,USD,80.8756,1
2023-06-06,EUR,87.0318,1
2023-06-06,GBP,101.5398,1
2023-06-06,RUB,1,1
2023-06-06,USD,81.3294,1
2023-06-07,EUR,86.9519,1
2023-06-07,GBP,100.8315,1
2023-06-07,RUB,1,1
2023-06-07,USD,81.2502,1
2023-06-08,EUR,87.1651,1
2023-06-08,GBP,101.0732,1
2023-06-08,RUB,1,1
2023-06-08,USD,81.4581,1
2023-06-09,EUR,88.0379,1
2023-06-09,GBP,102.3043,1
2023-06-09,RUB,1,1
2023-06-09,USD,82.093,1
2023-06-10,EUR,89.0057,1
2023-06-10,GBP,103.5914,1
2023-06-10,RUB,1,1
2023-06-10,USD,82.6417,1
2023-06-11,EUR,89.0057,1
2023-06-11,GBP,103.5914,1
2023-06-11,RUB,1,1
2023-06-11,USD,82.6417,1
2023-06-12,EUR,89.0057,1
2023-06-12,GBP,103.5914,1
2023-06-12,RUB,1,1
2023-06-12,USD,82.6417,1
2023-06-13,EUR,89.0057,1
2023-06-13,GBP,103.5914,1
2023-06-13,RUB,1,1
2023-06-13,USD,82.6417,1
2023-06-14,EUR,90.3899,1
2023-06-14,GBP,104.6343,1
2023-06-14,RUB,1,1
2023-06-14,USD,83.6405,1
2023-06-15,EUR,91.0668,1
2023-06-15,GBP,106.2831,1
2023-06-15,RUB,1,1
2023-06-15,USD,84.3249,1
2023-06-16,EUR,90.9665,1
2023-06-16,GBP,106.597,1
2023-06-16,RUB,1,1
2023-06-16,USD,83.9611,1
2023-06-17,EUR,91.6329,1
2023-06-17,GBP,106.5949,1
2023-06-17,RUB,1,1
2023-06-17,USD,83.6498,1
2023-06-18,EUR,91.6329,1
2023-06-18,GBP,106.5949,1
2023-06-18,RUB,1,1
2023-06-18,USD,83.6498,1
2023-06-19,EUR,91.6329,1
2023-06-19,GBP,106.5949,1
2023-06-19,RUB,1,1
2023-06-19,USD,83.6498,1
2023-06-20,EUR,91.7966,1
2023-06-20,GBP,107.6036,1
2023-06-20,RUB,1,1
2023-06-20,USD,83.9866,1
2023-06-21,EUR,92.0745,1
2023-06-21,GBP,107.7853,1
2023-06-21,RUB,1,1
2023-06-21,USD,84.2336,1
2023-06-22,EUR,92.0014,1
2023-06-22,GBP,107.2882,1
2023-06-22,RUB,1,1
2023-06-22,USD,84.2467,1
2023-06-23,EUR,91.943,1
2023-06-23,GBP,106.441,1
2023-06-23,RUB,1,1
2023-06-23,USD,83.6077,1
2023-06-24,EUR,91.4933,1
2023-06-24,GBP,107.1002,1
2023-06-24,RUB,1,1
2023-06-24,USD,84.0793,1
2023-06-25,EUR,91.4933,1
2023-06-25,GBP,107.1002,1
2023-06-25,RUB,1,1
2023-06-25,USD,84.0793,1
2023-06-26,EUR,91.4933,1
2023-06-26,GBP,107.1002,1
2023-06-26,RUB,1,1
2023-06-26,USD,84.0793,1
2023-06-27,EUR,92.2969,1
2023-06-27,GBP,107.6167,1
2023-06-27,RUB,1,1
2023-06-27,USD,84.6642,1
2023-06-28,EUR,93.1373,1
2023-06-28,GBP,108.0906,1
2023-06-28,RUB,1,1
2023-06-28,USD,85.0504,1
2023-06-29,EUR,93.8644,1
2023-06-29,GBP,109.1302,1
2023-06-29,RUB,1,1
2023-06-29,USD,85.6192,1
2023-06-30,EUR,95.1052,1
2023-06-30,GBP,109.7848,1
2023-06-30,RUB,1,1
2023-06-30,USD,87.0341,1
2023-07-01,EUR,96.0195,1
2023-07-01,GBP,111.5234,1
2023-07-01,RUB,1,1
2023-07-01,USD,88.3844,1
2023-07-02,EUR,96.0195,1
2023-07-02,GBP,111.5234,1
2023-07-02,RUB,1,1
2023-07-02,USD,88.3844,1
2023-07-03,EUR,96.0195,1
2023-07-03,GBP,111.5234,1
2023-07-03,RUB,1,1
2023-07-03,USD,88.3844,1
2023-07-04,EUR,97.2582,1
2023-07-04,GBP,113.5684,1
2023-07-04,RUB,1,1
2023-07-04,USD,89.3255,1
2023-07-05,EUR,97.7382,1
2023-07-05,GBP,113.6237,1
2023-07-05,RUB,1,1
2023-07-05,USD,89.545,1
2023-07-06,EUR,98.4144,1
2023-07-06,GBP,114.9641,1
2023-07-06,RUB,1,1
2023-07-06,USD,90.338,1
2023-07-07,EUR,100.7163,1
2023-07-07,GBP,117.7114,1
2023-07-07,RUB,1,1
2023-07-07,USD,92.5695,1
2023-07-08,EUR,99.8189,1
2023-07-08,GBP,116.407,1
2023-07-08,RUB,1,1
2023-07-08,USD,91.6879,1
2023-07-09,EUR,99.8189,1
2023-07-09,GBP,116.407,1
2023-07-09,RUB,1,1
2023-07-09,USD,91.6879,1
2023-07-10,EUR,99.8189,1
2023-07-10,GBP,116.407,1
2023-07-10,RUB,1,1
2023-07-10,USD,91.6879,1
2023-07-11,EUR,100.4155,1
2023-07-11,GBP,117.3399,1
2023-07-11,RUB,1,1
2023-07-11,USD,91.4931,1
2023-07-12,EUR,99.6775,1
2023-07-12,GBP,115.9815,1
2023-07-12,RUB,1,1
2023-07-12,USD,90.5045,1
2023-07-13,EUR,99.889,1
2023-07-13,GBP,116.8794,1
2023-07-13,RUB,1,1
2023-07-13,USD,90.6253,1
2023-07-14,EUR,100.6788,1
2023-07-14,GBP,117.2014,1
2023-07-14,RUB,1,1
2023-07-14,USD,90.1757,1
2023-07-15,EUR,101.1992,1
2023-07-15,GBP,118.1821,1
2023-07-15,RUB,1,1
2023-07-15,USD,90.119,1
2023-07-16,EUR,101.1992,1
2023-07-16,GBP,118.1821,1
2023-07-16,RUB,1,1
2023-07-16,USD,90.119,1
2023-07-17,EUR,101.1992,1
2023-07-17,GBP,118.1821,1
2023-07-17,RUB,1,1
2023-07-17,USD,90.119,1
2023-07-18,EUR,101.6496,1
2023-07-18,GBP,118.5971,1
2023-07-18,RUB,1,1
2023-07-18,USD,90.4217,1
2023-07-19,EUR,102.0271,1
2023-07-19,GBP,118.6414,1
2023-07-19,RUB,1,1
2023-07-19,USD,90.6906,1
2023-07-20,EUR,102.4441,1
2023-07-20,GBP,119.3047,1
2023-07-20,RUB,1,1
2023-07-20,USD,91.2046,1
2023-07-21,EUR,101.833,1
2023-07-21,GBP,117.066,1
2023-07-21,RUB,1,1
2023-07-21,USD,90.8545,1
2023-07-22,EUR,100.6562,1
2023-07-22,GBP,116.1532,1
2023-07-22,RUB,1,1
2023-07-22,USD,90.3846,1
2023-07-23,EUR,100.6562,1
2023-07-23,GBP,116.1532,1
2023-07-23,RUB,1,1
2023-07-23,USD,90.3846,1
2023-07-24,EUR,100.6562,1
2023-07-24,GBP,116.1532,1
2023-07-24,RUB,1,1
2023-07-24,USD,90.3846,1
2023-07-25,EUR,100.3614,1
2023-07-25,GBP,116.2331,1
2023-07-25,RUB,1,1
2023-07-25,USD,90.489,1
2023-07-26,EUR,99.6918,1
2023-07-26,GBP,115.4741,1
2023-07-26,RUB,1,1
2023-07-26,USD,90.0945,1
2023-07-27,EUR,99.7156,1
2023-07-27,GBP,115.7642,1
2023-07-27,RUB,1,1
2023-07-27,USD,90.0468,1
2023-07-28,EUR,100.2173,1
2023-07-28,GBP,116.3361,1
2023-07-28,RUB,1,1
2023-07-28,USD,90.0225,1
2023-07-29,EUR,99.9586,1
2023-07-29,GBP,116.898,1
2023-07-29,RUB,1,1
2023-07-29,USD,90.9783,1
2023-07-30,EUR,99.9586,1
2023-07-30,GBP,116.898,1
2023-07-30,RUB,1,1
2023-07-30,USD,90.9783,1
2023-07-31,EUR,99.9586,1
2023-07-31,GBP,116.898,1
2023-07-31,RUB,1,1
2023-07-31,USD,90.9783,1
2023-08-01,EUR,100.9428,1
2023-08-01,GBP,117.8243,1
2023-08-01,RUB,1,1
2023-08-01,USD,91.5923,1
2023-08-02,EUR,100.6988,1
2023-08-02,GBP,118.0508,1
2023-08-02,RUB,1,1
2023-08-02,USD,91.7755,1
2023-08-03,EUR,101.9268,1
2023-08-03,GBP,118.4837,1
2023-08-03,RUB,1,1
2023-08-03,USD,92.841,1
2023-08-04,EUR,102.531,1
2023-08-04,GBP,118.9964,1
2023-08-04,RUB,1,1
2023-08-04,USD,93.7792,1
2023-08-05,EUR,103.8379,1
2023-08-05,GBP,120.3772,1
2023-08-05,RUB,1,1
2023-08-05,USD,94.8076,1
2023-08-06,EUR,103.8379,1
2023-08-06,GBP,120.3772,1
2023-08-06,RUB,1,1
2023-08-06,USD,94.8076,1
2023-08-07,EUR,103.8379,1
2023-08-07,GBP,120.3772,1
2023-08-07,RUB,1,1
2023-08-07,USD,94.8076,1
2023-08-08,EUR,106.0543,1
2023-08-08,GBP,123.1903,1
2023-08-08,RUB,1,1
2023-08-08,USD,96.5668,1
2023-08-09,EUR,105.4352,1
2023-08-09,GBP,122.7076,1
2023-08-09,RUB,1,1
2023-08-09,USD,96.0755,1
2023-08-10,EUR,106.8897,1
2023-08-10,GBP,123.9122,1
2023-08-10,RUB,1,1
2023-08-10,USD,97.3999,1
2023-08-11,EUR,107.1563,1
2023-08-11,GBP,123.8561,1
2023-08-11,RUB,1,1
2023-08-11,USD,97.2794,1
2023-08-12,EUR,107.9723,1
2023-08-12,GBP,125.0661,1
2023-08-12,RUB,1,1
2023-08-12,USD,98.2066,1
2023-08-13,EUR,107.9723,1
2023-08-13,GBP,125.0661,1
2023-08-13,RUB,1,1
2023-08-13,USD,98.2066,1
2023-08-14,EUR,107.9723,1
2023-08-14,GBP,125.0661,1
2023-08-14,RUB,1,1
2023-08-14,USD,98.2066,1
2023-08-15,EUR,110.6847,1
2023-08-15,GBP,128.452,1
2023-08-15,RUB,1,1
2023-08-15,USD,101.0399,1
2023-08-16,EUR,106.5736,1
2023-08-16,GBP,123.3456,1
2023-08-16,RUB,1,1
2023-08-16,USD,97.4217,1
2023-08-17,EUR,105.6591,1
2023-08-17,GBP,123.2499,1
2023-08-17,RUB,1,1
2023-08-17,USD,96.7045,1
2023-08-18,EUR,102.181,1
2023-08-18,GBP,119.5543,1
2023-08-18,RUB,1,1
2023-08-18,USD,93.746,1
2023-08-19,EUR,101.4802,1
2023-08-19,GBP,119.1564,1
2023-08-19,RUB,1,1
2023-08-19,USD,93.4047,1
2023-08-20,EUR,101.4802,1
2023-08-20,GBP,119.1564,1
2023-08-20,RUB,1,1
2023-08-20,USD,93.4047,1
2023-08-21,EUR,101.4802,1
2023-08-21,GBP,119.1564,1
2023-08-21,RUB,1,1
2023-08-21,USD,93.4047,1
2023-08-22,EUR,102.5719,1
2023-08-22,GBP,119.7115,1
2023-08-22,RUB,1,1
2023-08-22,USD,94.1424,1
2023-08-23,EUR,102.753,1
2023-08-23,GBP,119.7846,1
2023-08-23,RUB,1,1
2023-08-23,USD,94.1185,1
2023-08-24,EUR,102.2452,1
2023-08-24,GBP,120.2437,1
2023-08-24,RUB,1,1
2023-08-24,USD,94.4421,1
2023-08-25,EUR,102.4719,1
2023-08-25,GBP,119.7284,1
2023-08-25,RUB,1,1
2023-08-25,USD,94.4007,1
2023-08-26,EUR,102.2586,1
2023-08-26,GBP,119.7914,1
2023-08-26,RUB,1,1
2023-08-26,USD,94.7117,1
2023-08-27,EUR,102.2586,1
2023-08-27,GBP,119.7914,1
2023-08-27,RUB,1,1
2023-08-27,USD,94.7117,1
2023-08-28,EUR,102.2586,1
2023-08-28,GBP,119.7914,1
2023-08-28,RUB,1,1
2023-08-28,USD,94.7117,1
2023-08-29,EUR,103.2434,1
2023-08-29,GBP,120.7526,1
2023-08-29,RUB,1,1
2023-08-29,USD,95.4717,1
2023-08-30,EUR,103.4765,1
2023-08-30,GBP,120.1506,1
2023-08-30,RUB,1,1
2023-08-30,USD,95.707,1
2023-08-31,EUR,104.4496,1
2023-08-31,GBP,120.7641,1
2023-08-31,RUB,1,1
2023-08-31,USD,95.9283,1
2023-09-01,EUR,104.9407,1
2023-09-01,GBP,122.6048,1
2023-09-01,RUB,1,1
2023-09-01,USD,96.3344,1
2023-09-02,EUR,104.6108,1
2023-09-02,GBP,122.0931,1
2023-09-02,RUB,1,1
2023-09-02,USD,96.3411,1
2023-09-03,EUR,104.6108,1
2023-09-03,GBP,122.0931,1
2023-09-03,RUB,1,1
2023-09-03,USD,96.3411,1
2023-09-04,EUR,104.6108,1
2023-09-04,GBP,122.0931,1
2023-09-04,RUB,1,1
2023-09-04,USD,96.3411,1
2023-09-05,EUR,104.4171,1
2023-09-05,GBP,121.9247,1
2023-09-05,RUB,1,1
2023-09-05,USD,96.6199,1
2023-09-06,EUR,104.9043,1
2023-09-06,GBP,123.0738,1
2023-09-06,RUB,1,1
2023-09-06,USD,97.5383,1
2023-09-07,EUR,105.0789,1
2023-09-07,GBP,122.8332,1
2023-09-07,RUB,1,1
2023-09-07,USD,97.8439,1
2023-09-08,EUR,105.2776,1
2023-09-08,GBP,122.6567,1
2023-09-08,RUB,1,1
2023-09-08,USD,98.1961,1
2023-09-09,EUR,104.8872,1
2023-09-09,GBP,122.1701,1
2023-09-09,RUB,1,1
2023-09-09,USD,97.9241,1
2023-09-10,EUR,104.8872,1
2023-09-10,GBP,122.1701,1
2023-09-10,RUB,1,1
2023-09-10,USD,97.9241,1
2023-09-11,EUR,104.8872,1
2023-09-11,GBP,122.1701,1
2023-09-11,RUB,1,1
2023-09-11,USD,97.9241,1
2023-09-12,EUR,103.5332,1
2023-09-12,GBP,120.4906,1
2023-09-12,RUB,1,1
2023-09-12,USD,96.5083,1
2023-09-13,EUR,101.5646,1
2023-09-13,GBP,118.654,1
2023-09-13,RUB,1,1
2023-09-13,USD,94.7035,1
2023-09-14,EUR,103.1066,1
2023-09-14,GBP,119.6479,1
2023-09-14,RUB,1,1
2023-09-14,USD,95.9794,1
2023-09-15,EUR,103.2289,1
2023-09-15,GBP,120.105,1
2023-09-15,RUB,1,1
2023-09-15,USD,96.1609,1
2023-09-16,EUR,103.0358,1
2023-09-16,GBP,119.9709,1
2023-09-16,RUB,1,1
2023-09-16,USD,96.6338,1
2023-09-17,EUR,103.0358,1
2023-09-17,GBP,119.9709,1
2023-09-17,RUB,1,1
2023-09-17,USD,96.6338,1
2023-09-18,EUR,103.0358,1
2023-09-18,GBP,119.9709,1
2023-09-18,RUB,1,1
2023-09-18,USD,96.6338,1
2023-09-19,EUR,103.0945,1
2023-09-19,GBP,119.7942,1
2023-09-19,RUB,1,1
2023-09-19,USD,96.6472,1
2023-09-20,EUR,102.9211,1
2023-09-20,GBP,119.1248,1
2023-09-20,RUB,1,1
2023-09-20,USD,96.2236,1
2023-09-21,EUR,103.3699,1
2023-09-21,GBP,119.8247,1
2023-09-21,RUB,1,1
2023-09-21,USD,96.6172,1
2023-09-22,EUR,102.3606,1
2023-09-22,GBP,119.1153,1
2023-09-22,RUB,1,1
2023-09-22,USD,96.0762,1
2023-09-23,EUR,102.2485,1
2023-09-23,GBP,118.0163,1
2023-09-23,RUB,1,1
2023-09-23,USD,96.0419,1
2023-09-24,EUR,102.2485,1
2023-09-24,GBP,118.0163,1
2023-09-24,RUB,1,1
2023-09-24,USD,96.0419,1
2023-09-25,EUR,102.2485,1
2023-09-25,GBP,118.0163,1
2023-09-25,RUB,1,1
2023-09-25,USD,96.0419,1
2023-09-26,EUR,102.2453,1
2023-09-26,GBP,117.9226,1
2023-09-26,RUB,1,1
2023-09-26,USD,96.1456,1
2023-09-27,EUR,101.9888,1
2023-09-27,GBP,117.3909,1
2023-09-27,RUB,1,1
2023-09-27,USD,96.2378,1
2023-09-28,EUR,101.978,1
2023-09-28,GBP,117.4212,1
2023-09-28,RUB,1,1
2023-09-28,USD,96.5,1
2023-09-29,EUR,102.0979,1
2023-09-29,GBP,117.6632,1
2023-09-29,RUB,1,1
2023-09-29,USD,97.0018,1
2023-09-30,EUR,103.1631,1
2023-09-30,GBP,118.8265,1
2023-09-30,RUB,1,1
2023-09-30,USD,97.4147,1
2023-10-01,EUR,103.1631,1
2023-10-01,GBP,118.8265,1
2023-10-01,RUB,1,1
2023-10-01,USD,97.4147,1
2023-10-02,EUR,103.1631,1
2023-10-02,GBP,118.8265,1
2023-10-02,RUB,1,1
2023-10-02,USD,97.4147,1
2023-10-03,EUR,103.868,1
2023-10-03,GBP,120.2127,1
2023-10-03,RUB,1,1
2023-10-03,USD,98.4785,1
2023-10-04,EUR,104.0621,1
2023-10-04,GBP,120.3323,1
2023-10-04,RUB,1,1
2023-10-04,USD,99.2677,1
2023-10-05,EUR,104.3024,1
2023-10-05,GBP,120.1422,1
2023-10-05,RUB,1,1
2023-10-05,USD,99.4555,1
2023-10-06,EUR,104.7877,1
2023-10-06,GBP,120.7577,1
2023-10-06,RUB,1,1
2023-10-06,USD,99.6762,1
2023-10-07,EUR,106.01,1
2023-10-07,GBP,122.1972,1
2023-10-07,RUB,1,1
2023-10-07,USD,100.4911,1
2023-10-08,EUR,106.01,1
2023-10-08,GBP,122.1972,1
2023-10-08,RUB,1,1
2023-10-08,USD,100.4911,1
2023-10-09,EUR,106.01,1
2023-10-09,GBP,122.1972,1
2023-10-09,RUB,1,1
2023-10-09,USD,100.4911,1
2023-10-10,EUR,107.0322,1
2023-10-10,GBP,123.5373,1
2023-10-10,RUB,1,1
2023-10-10,USD,101.3598,1
2023-10-11,EUR,105.6864,1
2023-10-11,GBP,122.0205,1
2023-10-11,RUB,1,1
2023-10-11,USD,99.9349,1
2023-10-12,EUR,105.9544,1
2023-10-12,GBP,122.5465,1
2023-10-12,RUB,1,1
2023-10-12,USD,99.9808,1
2023-10-13,EUR,103.035,1
2023-10-13,GBP,119.42,1
2023-10-13,RUB,1,1
2023-10-13,USD,96.9948,1
2023-10-14,EUR,102.5523,1
2023-10-14,GBP,118.8514,1
2023-10-14,RUB,1,1
2023-10-14,USD,97.3075,1
2023-10-15,EUR,102.5523,1
2023-10-15,GBP,118.8514,1
2023-10-15,RUB,1,1
2023-10-15,USD,97.3075,1
2023-10-16,EUR,102.5523,1
2023-10-16,GBP,118.8514,1
2023-10-16,RUB,1,1
2023-10-16,USD,97.3075,1
2023-10-17,EUR,102.52,1
2023-10-17,GBP,118.1155,1
2023-10-17,RUB,1,1
2023-10-17,USD,97.2865,1
2023-10-18,EUR,102.7527,1
2023-10-18,GBP,118.6548,1
2023-10-18,RUB,1,1
2023-10-18,USD,97.3458,1
2023-10-19,EUR,102.9059,1
2023-10-19,GBP,118.6191,1
2023-10-19,RUB,1,1
2023-10-19,USD,97.3724,1
2023-10-20,EUR,102.6255,1
2023-10-20,GBP,118.1896,1
2023-10-20,RUB,1,1
2023-10-20,USD,97.3074,1
2023-10-21,EUR,101.4257,1
2023-10-21,GBP,116.4578,1
2023-10-21,RUB,1,1
2023-10-21,USD,95.9053,1
2023-10-22,EUR,101.4257,1
2023-10-22,GBP,116.4578,1
2023-10-22,RUB,1,1
2023-10-22,USD,95.9053,1
2023-10-23,EUR,101.4257,1
2023-10-23,GBP,116.4578,1
2023-10-23,RUB,1,1
2023-10-23,USD,95.9053,1
2023-10-24,EUR,100.303,1
2023-10-24,GBP,115.0703,1
2023-10-24,RUB,1,1
2023-10-24,USD,94.7081,1
2023-10-25,EUR,99.5534,1
2023-10-25,GBP,114.1721,1
2023-10-25,RUB,1,1
2023-10-25,USD,93.5224,1
2023-10-26,EUR,98.6543,1
2023-10-26,GBP,113.4389,1
2023-10-26,RUB,1,1
2023-10-26,USD,93.1507,1
2023-10-27,EUR,98.7376,1
2023-10-27,GBP,113.6212,1
2023-10-27,RUB,1,1
2023-10-27,USD,93.5616,1
2023-10-28,EUR,98.3504,1
2023-10-28,GBP,112.9888,1
2023-10-28,RUB,1,1
2023-10-28,USD,93.2174,1
2023-10-29,EUR,98.3504,1
2023-10-29,GBP,112.9888,1
2023-10-29,RUB,1,1
2023-10-29,USD,93.2174,1
2023-10-30,EUR,98.3504,1
2023-10-30,GBP,112.9888,1
2023-10-30,RUB,1,1
2023-10-30,USD,93.2174,1
2023-10-31,EUR,98.6164,1
2023-10-31,GBP,113.2069,1
2023-10-31,RUB,1,1
2023-10-31,USD,93.2435,1
2023-11-01,EUR,97.9345,1
2023-11-01,GBP,111.8627,1
2023-11-01,RUB,1,1
2023-11-01,USD,92.0226,1
2023-11-02,EUR,98.4365,1
2023-11-02,GBP,113.1861,1
2023-11-02,RUB,1,1
2023-11-02,USD,93.2801,1
2023-11-03,EUR,98.9995,1
2023-11-03,GBP,112.9816,1
2023-11-03,RUB,1,1
2023-11-03,USD,93.173,1
2023-11-04,EUR,99.0111,1
2023-11-04,GBP,113.2516,1
2023-11-04,RUB,1,1
2023-11-04,USD,93.0351,1
2023-11-05,EUR,99.0111,1
2023-11-05,GBP,113.2516,1
2023-11-05,RUB,1,1
2023-11-05,USD,93.0351,1
2023-11-06,EUR,99.0111,1
2023-11-06,GBP,113.2516,1
2023-11-06,RUB,1,1
2023-11-06,USD,93.0351,1
2023-11-07,EUR,99.0111,1
2023-11-07,GBP,113.2516,1
2023-11-07,RUB,1,1
2023-11-07,USD,93.0351,1
2023-11-08,EUR,98.7863,1
2023-11-08,GBP,114.567,1
2023-11-08,RUB,1,1
2023-11-08,USD,92.4151,1
2023-11-09,EUR,98.4403,1
2023-11-09,GBP,113.4488,1
2023-11-09,RUB,1,1
2023-11-09,USD,92.1973,1
2023-11-10,EUR,98.4076,1
2023-11-10,GBP,113.0329,1
2023-11-10,RUB,1,1
2023-11-10,USD,91.9266,1
2023-11-11,EUR,98.3155,1
2023-11-11,GBP,113.1061,1
2023-11-11,RUB,1,1
2023-11-11,USD,92.0535,1
2023-11-12,EUR,98.3155,1
2023-11-12,GBP,113.1061,1
2023-11-12,RUB,1,1
2023-11-12,USD,92.0535,1
2023-11-13,EUR,98.3155,1
2023-11-13,GBP,113.1061,1
2023-11-13,RUB,1,1
2023-11-13,USD,92.0535,1
2023-11-14,EUR,98.5314,1
2023-11-14,GBP,112.3661,1
2023-11-14,RUB,1,1
2023-11-14,USD,92.1185,1
2023-11-15,EUR,97.7781,1
2023-11-15,GBP,111.8172,1
2023-11-15,RUB,1,1
2023-11-15,USD,91.257,1
2023-11-16,EUR,97.1334,1
2023-11-16,GBP,111.4181,1
2023-11-16,RUB,1,1
2023-11-16,USD,89.4565,1
2023-11-17,EUR,96.5921,1
2023-11-17,GBP,110.6851,1
2023-11-17,RUB,1,1
2023-11-17,USD,88.9466,1
2023-11-18,EUR,96.7692,1
2023-11-18,GBP,110.9055,1
2023-11-18,RUB,1,1
2023-11-18,USD,89.1237,1
2023-11-19,EUR,96.7692,1
2023-11-19,GBP,110.9055,1
2023-11-19,RUB,1,1
2023-11-19,USD,89.1237,1
2023-11-20,EUR,96.7692,1
2023-11-20,GBP,110.9055,1
2023-11-20,RUB,1,1
2023-11-20,USD,89.1237,1
2023-11-21,EUR,96.6597,1
2023-11-21,GBP,110.0263,1
2023-11-21,RUB,1,1
2023-11-21,USD,88.4954,1
2023-11-22,EUR,96.2561,1
2023-11-22,GBP,109.7761,1
2023-11-22,RUB,1,1
2023-11-22,USD,87.8701,1
2023-11-23,EUR,96.1475,1
2023-11-23,GBP,110.4969,1
2023-11-23,RUB,1,1
2023-11-23,USD,88.1648,1
2023-11-24,EUR,96.2273,1
2023-11-24,GBP,109.7983,1
2023-11-24,RUB,1,1
2023-11-24,USD,88.1206,1
2023-11-25,EUR,96.9187,1
2023-11-25,GBP,111.2919,1
2023-11-25,RUB,1,1
2023-11-25,USD,88.8133,1
2023-11-26,EUR,96.9187,1
2023-11-26,GBP,111.2919,1
2023-11-26,RUB,1,1
2023-11-26,USD,88.8133,1
2023-11-27,EUR,96.9187,1
2023-11-27,GBP,111.2919,1
2023-11-27,RUB,1,1
2023-11-27,USD,88.8133,1
2023-11-28,EUR,97.1594,1
2023-11-28,GBP,111.8386,1
